,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Aleksandrov Gay,100,RU,1571019841,84,50.14,48.57,53.2,8.93
377,Sergeyevka,100,KZ,1571019841,76,53.88,67.42,47.07,14.81
378,Shilka,16,RU,1571019841,40,51.85,116.03,37.0,9.92
379,Churapcha,100,RU,1571019842,85,62.0,132.43,18.55,7.63
380,Arkhara,0,RU,1571019842,33,49.42,130.09,36.14,15.19
381,Araruama,0,BR,1571019842,88,-22.87,-42.34,70.99,17.45
382,Port-Cartier,90,CA,1571019843,87,50.03,-66.88,48.2,2.24
383,Katherine,55,AU,1571019843,19,-14.47,132.26,95.0,8.05
384,Kupang,99,ID,1571019843,81,-10.16,123.6,78.19,7.82
385,Muravlenko,100,RU,1571019844,98,63.79,74.5,41.2,11.38
386,Bintulu,75,MY,1571019844,83,3.17,113.03,82.4,5.82
387,Lunenburg,67,CA,1571019845,94,44.38,-64.32,52.0,1.75
388,Inverbervie,81,GB,1571019845,93,56.85,-2.28,46.4,1.12
389,Ruidoso,1,US,1571019845,40,33.33,-105.67,66.99,8.05
390,Kalmar,100,SE,1571019846,93,56.66,16.36,57.99,8.05
391,College,90,US,1571019600,68,64.86,-147.8,30.2,10.29
392,Frederikshavn,83,DK,1571019846,83,57.44,10.53,55.99,14.0
393,Salalah,0,OM,1571019456,64,17.01,54.1,75.2,3.36
394,Lensk,98,RU,1571019847,78,60.71,114.91,26.91,13.69
395,Necochea,0,AR,1571019464,71,-38.55,-58.74,46.99,21.99
396,Solnechnyy,2,RU,1571019847,27,50.72,136.64,34.63,6.55
397,Bambous Virieux,75,MU,1571019847,88,-20.34,57.76,70.0,3.36
398,Puchov,90,SK,1571019848,100,49.12,18.33,57.99,1.12
399,Beidao,0,CN,1571019848,54,34.57,105.89,60.69,0.79
400,Norman Wells,90,CA,1571019531,80,65.28,-126.83,30.2,3.36
401,Sao Joao da Barra,0,BR,1571019526,82,-21.64,-41.05,73.89,22.12
402,Caravelas,0,BR,1571019557,91,-17.73,-39.27,68.61,4.13
403,Kokstad,56,ZA,1571019849,91,-30.55,29.42,46.54,5.06
404,Vardo,1,US,1571019849,58,39.62,-77.74,53.6,3.36
405,Ancud,0,CL,1571019849,65,-41.87,-73.83,46.4,10.29
406,Matagami,100,NG,1571019850,76,9.67,8.4,69.13,3.65
407,Hammerfest,40,NO,1571019850,92,70.66,23.68,28.4,5.82
408,Svobodnyy,75,RU,1571019850,86,53.85,40.53,46.0,1.99
409,Rosarito,75,CO,1571019851,60,4.91,-75.23,75.2,6.93
410,Freeport,33,BS,1571019510,79,26.54,-78.7,78.44,14.91
411,Ayr,2,AU,1571019851,59,-19.58,147.4,82.0,11.27
412,Shancheng,100,CN,1571019852,95,26.9,117.17,61.77,3.11
413,Jiaozuo,100,CN,1571019852,58,35.21,113.25,54.97,15.66
414,Whitecourt,90,CA,1571019852,93,54.14,-115.68,39.2,2.24
415,Maryville,20,US,1571019853,54,35.76,-83.97,59.0,5.35
416,Corpus Christi,40,US,1571019853,83,27.8,-97.4,80.01,5.82
417,Kavaratti,100,IN,1571019504,74,10.57,72.64,83.16,9.61
418,Steamboat Springs,1,US,1571019853,32,40.48,-106.83,46.4,3.79
419,Dobromir,75,BG,1571019854,100,42.95,27.29,57.0,2.24
420,Casper,1,US,1571019854,33,42.87,-106.31,46.99,5.82
421,Sitka,0,US,1571019468,56,37.17,-99.65,55.99,11.01
422,Iwanai,99,JP,1571019855,48,42.97,140.51,53.78,4.32
423,Sistranda,20,NO,1571019855,74,63.73,8.83,42.01,3.36
424,Serenje,5,ZM,1571019855,65,-13.23,30.22,64.42,3.88
425,Saint-Marc,2,HT,1571019856,90,19.1,-72.7,72.23,4.25
426,Hanumangarh,28,IN,1571019856,28,29.58,74.33,83.34,6.55
427,Kosa,20,JP,1571019498,60,32.67,130.82,71.6,4.7
428,Huarmey,25,PE,1571019856,81,-10.07,-78.15,59.32,0.75
429,Cabo San Lucas,90,MX,1571019857,88,22.89,-109.91,81.0,11.41
430,Belmonte,100,PT,1571019490,79,40.36,-7.35,60.01,9.6
431,Dangtu,75,CN,1571019857,64,31.57,118.49,73.0,11.18
432,Longhua,100,CN,1571019857,88,29.21,106.21,66.99,0.55
433,Yankton,1,US,1571019858,81,42.87,-97.4,39.0,9.17
434,Launceston,38,AU,1571019591,48,-41.43,147.14,66.2,16.11
435,Thunder Bay,20,CA,1571019594,91,48.41,-89.26,35.01,5.82
436,Koshurnikovo,91,RU,1571019859,59,54.3,93.39,41.22,3.62
437,Saumur,87,FR,1571019859,93,47.26,-0.08,62.01,2.24
438,Bichena,36,ET,1571019859,84,10.45,38.2,48.06,6.42
439,Victor Harbor,75,AU,1571019860,67,-35.55,138.62,66.99,10.29
440,Okhotsk,74,RU,1571019479,58,59.36,143.24,21.45,17.96
441,Shu,80,KZ,1571019860,25,43.6,73.76,60.87,7.96
442,Ossora,27,RU,1571019860,47,59.24,163.07,40.39,9.83
443,Espanola,98,CA,1571019861,92,46.27,-81.77,42.01,7.0
444,Antalaha,0,MG,1571019534,80,-14.9,50.28,75.43,12.99
445,Baykit,100,RU,1571019552,92,61.68,96.39,32.47,2.74
446,Aripuana,85,BR,1571019861,79,-9.17,-60.63,75.63,2.16
447,Labuhan,36,ID,1571019862,38,-2.54,115.51,95.67,3.07
448,Payo,41,ID,1571019862,35,-3.75,103.64,85.77,5.48
449,Chumikan,66,RU,1571019862,39,54.72,135.31,30.87,17.22
450,Troitskoye,50,RU,1571019862,67,52.98,84.68,53.13,6.39
451,Atambua,29,ID,1571019863,41,-9.11,124.89,87.13,5.82
452,Honningsvag,95,NO,1571019863,61,70.98,25.97,38.08,5.51
453,Arman,78,RU,1571019466,47,59.7,150.17,27.07,8.42
454,Herat,0,AF,1571019864,50,34.35,62.22,55.4,9.17
455,Mastic Beach,90,US,1571019864,82,40.77,-72.85,61.0,8.23
456,San Juan,100,AR,1571019864,48,-31.54,-68.53,57.07,14.48
457,Auki,0,NG,1571019560,77,12.18,6.51,75.02,5.89
458,Bima,81,ID,1571019865,25,-8.45,118.73,95.9,6.49
459,Mbigou,99,GA,1571019865,99,-1.9,11.91,68.54,4.22
460,Nepa Nagar,0,IN,1571019865,61,21.47,76.4,75.24,3.58
461,Horsham,56,AU,1571019866,58,-36.71,142.2,67.14,8.38
462,Atascadero,1,US,1571019866,93,35.49,-120.67,57.2,4.11
463,Vechta,40,DE,1571019866,82,52.73,8.29,59.0,11.41
464,Limbang,75,BN,1571019867,62,4.75,115.01,87.8,3.36
465,Bluefield,1,US,1571019867,54,37.27,-81.22,57.2,4.7
466,Canutama,100,BR,1571019867,92,-6.53,-64.38,73.9,0.57
467,Mala,15,PE,1571019868,76,-12.66,-76.63,55.9,1.83
468,Pudozh,99,RU,1571019587,88,61.81,36.54,37.42,7.77
469,Khandyga,100,RU,1571019868,83,62.65,135.58,18.45,2.99
470,Gebre Guracha,94,ET,1571019868,75,9.8,38.4,54.34,3.7
471,Sept-Iles,90,CA,1571019869,87,50.2,-66.38,48.2,2.24
472,Shache,0,CN,1571019869,89,38.42,77.24,55.0,6.87
473,Mingyue,0,CN,1571019869,30,43.11,128.91,40.86,11.54
474,Paita,20,PE,1571019870,80,-5.09,-81.11,62.56,8.79
475,Hamilton,75,CA,1571019870,58,43.26,-79.87,60.01,20.8
476,Muroto,20,JP,1571019467,41,33.37,134.14,78.8,3.36
477,Matara,31,BI,1571019577,81,-3.48,29.48,59.67,3.85
478,Dakar,20,SN,1571019532,88,14.69,-17.45,78.8,3.36
479,Cam Ranh,20,VN,1571019871,62,11.92,109.15,87.8,9.17
480,Mananjary,78,MG,1571019871,84,-19.16,46.8,60.46,2.64
481,Kalmunai,90,LK,1571019533,76,7.42,81.82,82.24,8.55
482,Leeton,97,AU,1571019871,19,-34.55,146.4,82.4,12.75
483,Shaunavon,100,CA,1571019872,70,49.65,-108.41,40.24,7.61
484,Salina Cruz,62,MX,1571019872,76,16.18,-95.2,82.81,35.61
485,Kiama,0,AU,1571019873,46,-34.67,150.86,71.6,6.93
486,Jawad,0,IN,1571019873,52,24.6,74.86,76.96,2.84
487,Roald,0,NO,1571019498,100,62.58,6.12,39.0,5.82
488,Acapulco,75,MX,1571019874,83,16.86,-99.88,84.2,11.41
489,Baton Rouge,1,US,1571019874,68,30.45,-91.15,73.4,6.93
490,Salym,100,RU,1571019875,92,60.06,71.48,44.49,8.74
491,Dekar,0,BW,1571019875,28,-21.53,21.93,67.26,5.66
492,Dubbo,53,AU,1571019875,19,-32.25,148.6,80.6,11.41
493,Marystown,41,CA,1571019514,2,47.17,-55.16,53.01,15.37
494,Jiayuguan,10,CN,1571019876,25,39.77,98.29,47.23,14.47
495,Ust-Kuyga,39,RU,1571019876,93,70.0,135.55,9.59,5.22
496,Saint-Francois,0,FR,1571019563,87,46.42,3.91,55.99,3.36
497,Faya,79,SA,1571019536,63,18.39,42.45,62.6,7.67
498,Souillac,0,FR,1571019877,77,45.6,-0.6,66.2,18.34
499,Baoshan,75,CN,1571019877,64,31.41,121.49,80.01,8.95
500,Zholymbet,100,KZ,1571019877,63,51.74,71.71,49.87,9.82
501,Seljord,100,NO,1571019877,97,59.48,8.63,36.45,5.87
502,Thinadhoo,92,MV,1571019878,78,0.53,72.93,82.13,8.75
503,Nizwa,0,OM,1571019878,41,22.93,57.53,73.04,4.46
504,Puerto Baquerizo Moreno,100,EC,1571019465,86,-0.9,-89.6,67.8,11.66
505,La Romana,40,DO,1571019879,94,18.43,-68.97,75.2,4.78
506,Abu Dhabi,0,AE,1571019879,45,24.47,54.37,84.2,10.29
507,Petropavlovsk-Kamchatskiy,2,RU,1571019879,39,53.05,158.65,46.4,15.66
508,Kjopsvik,7,NO,1571019879,100,68.1,16.37,37.0,10.29
509,Balikpapan,92,ID,1571019880,61,-1.24,116.86,88.09,2.99
510,Novobelokatay,99,RU,1571019880,88,55.7,58.96,42.13,13.37
511,Syamzha,100,RU,1571019880,89,60.02,41.06,40.32,9.51
512,Parana,8,BR,1571019881,85,-7.52,-72.89,70.02,2.06
513,Kabakovo,90,RU,1571019881,89,54.54,56.15,43.74,13.78
514,San Quintin,98,PH,1571019474,60,17.54,120.52,86.83,2.6
515,Bonthe,98,SL,1571019468,87,7.53,-12.5,76.57,2.76
516,Goundam,0,ML,1571019882,38,16.42,-3.66,88.72,8.1
517,Grevena,0,GR,1571019882,100,40.09,21.43,57.0,1.12
518,Belaya Gora,100,RU,1571019882,93,68.54,146.19,17.44,17.67
519,Abha,100,SA,1571019435,63,18.22,42.5,62.6,1.01
520,Kieta,100,PG,1571019883,70,-6.22,155.63,83.28,6.5
521,Sydney,40,AU,1571019883,49,-33.85,151.22,77.0,13.87
522,Watrous,98,CA,1571019883,47,51.67,-105.46,35.98,3.31
523,Matay,0,EG,1571019884,88,28.42,30.79,66.52,9.67
524,Carauari,100,BR,1571019884,70,-4.88,-66.9,78.71,0.28
525,Njeru,100,UG,1571019884,98,0.43,33.15,63.41,1.35
526,Sartell,1,US,1571019884,80,45.62,-94.21,37.4,6.93
527,Bongandanga,15,CD,1571019885,85,1.51,21.07,68.29,0.52
528,Sungairaya,37,ID,1571019885,56,0.7,108.9,88.39,4.44
529,Caxias,97,BR,1571019885,55,-4.87,-43.35,86.0,8.05
530,Jimo,88,CN,1571019886,44,36.39,120.46,66.0,20.13
531,Atasu,100,KZ,1571019886,52,48.68,71.64,52.45,12.46
532,Andreapol,48,RU,1571019886,98,56.65,32.27,40.23,4.55
533,Lithakia,20,GR,1571019887,88,37.72,20.83,66.99,10.17
534,Miraflores,0,PE,1571019887,54,-16.39,-71.52,53.6,3.36
535,Kingman,1,US,1571019887,11,35.19,-114.05,80.01,4.7
536,Puno,90,PE,1571019887,93,-15.84,-70.03,42.8,9.17
537,Tual,0,ID,1571019888,70,-5.67,132.75,82.74,9.69
538,Itarema,29,BR,1571019513,76,-2.92,-39.92,77.29,11.09
539,Lima,90,PE,1571019888,77,-12.06,-77.04,62.6,8.05
540,Kirakira,92,SB,1571019889,79,-10.46,161.92,81.37,3.09
541,Svetlaya,32,RU,1571019889,32,46.54,138.33,45.72,10.75
542,Kihei,20,US,1571019890,48,20.76,-156.45,87.8,23.04
543,High Valleyfield,75,GB,1571019890,100,56.06,-3.6,46.4,5.82
544,Teknaf,23,BD,1571019890,78,20.86,92.31,83.59,2.0
545,Kota Kinabalu,75,MY,1571019891,70,5.98,116.07,88.0,4.7
546,Tyup,0,KG,1571019891,51,42.73,78.36,41.61,1.61
547,Brae,38,GB,1571019891,93,60.4,-1.35,46.4,2.45
548,Muros,75,ES,1571019604,100,42.77,-9.06,57.99,6.93
549,Sungaipenuh,99,ID,1571019892,56,-2.08,101.38,75.4,3.25
550,Pedroso,95,BR,1571019892,68,-24.13,-48.44,70.5,1.97
551,Livingston,90,US,1571019892,67,40.8,-74.31,63.0,3.96
552,Pameungpeuk,86,ID,1571019893,62,-7.63,107.73,79.41,10.21
553,Morant Bay,100,JM,1571019893,93,17.88,-76.41,70.88,1.41
554,Arvika,100,SE,1571019893,100,59.65,12.59,46.0,8.05
555,Sarangani,4,PH,1571019893,71,5.4,125.46,82.89,4.64
556,Xichang,99,CN,1571019894,92,27.88,102.25,48.04,3.83
